city,iataCode, Airport name, Location, Country,isInternational
LDH Lord Howe Island Airport,LDH,Lord Howe Island Airport,"Lord Howe Island, New South Wales",Australia,
LSA Losuia Airport (Kiriwina Airfield),LSA,Losuia Airport (Kiriwina Airfield),"Losuia, Kiriwina Island",Papua New Guinea,
MEY Meghauli Airport,MEY,Meghauli Airport,Meghauli,Nepal,
MPZ Mount Pleasant Municipal Airport,MPZ,Mount Pleasant Municipal Airport,"Mount Pleasant, Iowa",United States,
NCL Newcastle Airport,NCL,Newcastle Airport,Newcastle upon Tyne,United Kingdom,
ONQ Zonguldak Airport,ONQ,Zonguldak Airport,Zonguldak,Turkey,
PNQ Pune International Airport,PNQ,Pune International Airport,Pune,India,YES
RDR Grand Forks Air FORCE Base,RDR,Grand Forks Air FORCE Base,"Grand Forks, North Dakota",United States,
SFT Skellefteå Airport,SFT,Skellefteå Airport,"Skellefteå, Skellefteå",Sweden,
SVN Hunter Army Airfield,SVN,Hunter Army Airfield,"Savannah, Georgia",United States,
TQI Tiniteqilaaq Heliport,TQI,Tiniteqilaaq Heliport,Tiniteqilaaq,Greenland,
VII Vinh Airport,VII,Vinh Airport,"Vinh, Nghe An",Vietnam,
XMA Maramag Airport,XMA,Maramag Airport,"Maramag, Bukidnon",Philippines,
YLW Kelowna International Airport,YLW,Kelowna International Airport,"Kelowna, British Columbia",Canada,YES
ZAG Zagreb Airport (Pleso Airport),ZAG,Zagreb Airport (Pleso Airport),Zagreb,Croatia,
ZXS Buffalo-Exchange Street Station,ZXS,Buffalo-Exchange Street Station,"Buffalo, New York",United States,
AAJ Cayana Airstrip,AAJ,Cayana Airstrip,Awaradam,Suriname,
AMV Amderma Airport,AMV,Amderma Airport,Amderma,Russia,
BAB Beale Air Force Base,BAB,Beale Air Force Base,"Marysville, California",United States,
BKM Bakalalan Airport,BKM,Bakalalan Airport,"Bakalalan, Sarawak",Malaysia,
BVR Esparadinha Airport,BVR,Esparadinha Airport,"Esparadinha, Brava Island",Cape Verde,
CHJ Chipinge Airport,CHJ,Chipinge Airport,Chipinge,Zimbabwe,
CTI Cuito Cuanavale Airport,CTI,Cuito Cuanavale Airport,Cuito Cuanavale,Angola,
DMB Taraz Airport (Zhambul Airport),DMB,Taraz Airport (Zhambul Airport),Taraz (formerly Dzhambul and Aulie-Ata),Kazakhstan,
ELY Ely Airport,ELY,Ely Airport,"Ely, Nevada",United States,
FNA Lungi International Airport,FNA,Lungi International Airport,Freetown,Sierra Leone,YES
GLY Goldsworthy Airport,GLY,Goldsworthy Airport,"Goldsworthy, Western Australia",Australia,
HEZ Natchez-Adams County Airport (Hardy-Anders Field),HEZ,Natchez-Adams County Airport (Hardy-Anders Field),"Natchez, Mississippi",United States,
ICA Icabaru Airport,ICA,Icabaru Airport,Icabaru,Venezuela,
JAX Jacksonville International Airport,JAX,Jacksonville International Airport,"Jacksonville, Florida",United States,YES
KCQ Chignik Lake Airport,KCQ,Chignik Lake Airport,"Chignik Lake, Alaska",United States,
KPB Point Baker Seaplane Base,KPB,Point Baker Seaplane Base,"Point Baker, Alaska",United States,
LDI Kikwetu Airport,LDI,Kikwetu Airport,Lindi,Tanzania,
LSB Lordsburg Municipal Airport,LSB,Lordsburg Municipal Airport,"Lordsburg, New Mexico",United States,
MEZ Messina Airport,MEZ,Messina Airport,Messina,South Africa,
MQA Mandora Station Airport,MQA,Mandora Station Airport,"Mandora Station, Western Australia",Australia,
NCN Chenega Bay Airport,NCN,Chenega Bay Airport,"Chenega, Alaska",United States,
ONT Ontario International Airport,ONT,Ontario International Airport,"Ontario, California",United States,YES
PNR Pointe Noire Airport,PNR,Pointe Noire Airport,Pointe-Noire,Republic of the Congo,
RDT Richard Toll Airport,RDT,Richard Toll Airport,Richard Toll,Senegal,
SFZ North Central State Airport,SFZ,North Central State Airport,"Pawtucket, Rhode Island",United States,
SVO Sheremetyevo International Airport,SVO,Sheremetyevo International Airport,Moscow,Russia,YES
TQN Taloqan Airport,TQN,Taloqan Airport,Taloqan,Afghanistan,
VIJ Virgin Gorda Airport,VIJ,Virgin Gorda Airport,Virgin Gorda,British Virgin Islands,
XMB Marina Mall Airport,XMB,Marina Mall Airport,"Marina Mall, Dubai",UAE,
YMA Mayo Airport,YMA,Mayo Airport,"Mayo, Yukon",Canada,
ZAH Zahedan Airport,ZAH,Zahedan Airport,Zahedan,Iran,
ZYA Amsterdam Centraal Railway Station,ZYA,Amsterdam Centraal Railway Station,,Netherlands,
AAK Aranuka Airport,AAK,Aranuka Airport,Aranuka,Kiribati,
AMW Ames Municipal Airport,AMW,Ames Municipal Airport,"Ames, Iowa",United States,
BAC Barranca de Upia Airport,BAC,Barranca de Upia Airport,"Barranca de Upia, Meta",Colombia,
BKN Birni Nkoni Airport,BKN,Birni Nkoni Airport,Birni Nkoni,Niger,
BVS Breves Airport,BVS,Breves Airport,"Breves, Pará",Brazil,
CHK Chickasha Municipal Airport,CHK,Chickasha Municipal Airport,"Chickasha, Oklahoma",United States,
CTK Canton Municipal Airport,CTK,Canton Municipal Airport,"Canton, South Dakota",United States,
DMD Doomadgee Mission Airport,DMD,Doomadgee Mission Airport,"Doomadgee Mission, Queensland",Australia,
ELZ Wellsville Municipal Airport (Tarantine Field),ELZ,Wellsville Municipal Airport (Tarantine Field),"Wellsville, New York",United States,
FNB Neubrandenburg Airport,FNB,Neubrandenburg Airport,"Neubrandenburg, Mecklenburg-Vorpommern",Germany,
GLZ Gilze-Rijen Air Base,GLZ,Gilze-Rijen Air Base,Breda,Netherlands,
HFA Haifa Airport (Uri Michaeli Airport),HFA,Haifa Airport (Uri Michaeli Airport),Haifa,Israel,
ICI Cicia Airport,ICI,Cicia Airport,Cicia,Fiji,
JBP Commerce Business Park Heliport,JBP,Commerce Business Park Heliport,"Commerce, California",United States,
KCR Colorado Creek Airport,KCR,Colorado Creek Airport,"Colorado Creek, Alaska",United States,
KPC Port Clarence Coast Guard Station,KPC,Port Clarence Coast Guard Station,"Port Clarence, Alaska",United States,
LDJ Linden Airport,LDJ,Linden Airport,"Linden, New Jersey",United States,
LSC La Florida Airport,LSC,La Florida Airport,La Serena,Chile,
MFA Mafia Island Airport,MFA,Mafia Island Airport,Mafia Island,Tanzania,
MQB Macomb Municipal Airport,MQB,Macomb Municipal Airport,"Macomb, Illinois",United States,
NCU Nukus Airport,NCU,Nukus Airport,Nukus,Uzbekistan,
ONX Enrique Adolfo Jiménez Airport,ONX,Enrique Adolfo Jiménez Airport,Colón,Panama,
PNS Pensacola International Airport,PNS,Pensacola International Airport,"Pensacola, Florida",United States,YES
RDU Raleigh–Durham International Airport,RDU,Raleigh–Durham International Airport,"Raleigh / Durham, North Carolina",United States,YES
SGA Sheghnan Airport,SGA,Sheghnan Airport,Sheghnan,Afghanistan,
SVQ San Pablo Airport,SVQ,San Pablo Airport,Seville,Spain,
TQP Trepell Airport,TQP,Trepell Airport,"Trapell, Queensland",Australia,
VIL Dakhla Airport,VIL,Dakhla Airport,Dakhla,Western Sahara,
XMD Madison Municipal Airport,XMD,Madison Municipal Airport,"Madison, South Dakota",United States,
YMB Merritt Airport,YMB,Merritt Airport,"Merritt, British Columbia",Canada,
ZAJ Zaranj Airport,ZAJ,Zaranj Airport,Zaranj,Afghanistan,
ZYN Nîmes Railway Station,ZYN,Nîmes Railway Station,Nîmes,France,
AAL Aalborg Airport,AAL,Aalborg Airport,Aalborg,Denmark,
AMX Ammaroo Airport,AMX,Ammaroo Airport,"Ammaroo, Northern Territory",Australia,
BAD Barksdale Air Force Base,BAD,Barksdale Air Force Base,"Bossier City, Louisiana",United States,
BKO Senou International Airport,BKO,Senou International Airport,Bamako,Mali,YES
BVU Beluga Airport,BVU,Beluga Airport,"Beluga, Alaska",United States,
CHL Challis Airport,CHL,Challis Airport,"Challis, Idaho",United States,
CTL Charleville Airport,CTL,Charleville Airport,"Charleville, Queensland",Australia,
DME Domodedovo International Airport,DME,Domodedovo International Airport,Moscow,Russia,YES
EMA East Midlands Airport,EMA,East Midlands Airport,"Castle Donington, Leicestershire",United Kingdom,
FNC Madeira Airport,FNC,Madeira Airport,"Funchal, Madeira",Portugal,
GMA Gemana Airport,GMA,Gemana Airport,Gemana,Democratic Republic of the Congo,
HFD Hartford-Brainard Airport,HFD,Hartford-Brainard Airport,"Hartford, Connecticut",United States,
ICK Nieuw-Nickerie Airport (Maj. Fernandes Airport),ICK,Nieuw-Nickerie Airport (Maj. Fernandes Airport),Nieuw-Nickerie,Suriname,
JBQ La Isabela International Airport,JBQ,La Isabela International Airport,La Isabela,Dominican Republic,YES
KCS Kings Creek Airport,KCS,Kings Creek Airport,"Kings Creek, Northern Territory",Australia,
KPE Yapsiei Airport,KPE,Yapsiei Airport,Yapsiei,Papua New Guinea,
LDK Lidköping-Hovby Airport,LDK,Lidköping-Hovby Airport,Lidköping,Sweden,
LSE La Crosse Regional Airport,LSE,La Crosse Regional Airport,"La Crosse, Wisconsin",United States,
MFB Monfort Airport,MFB,Monfort Airport,Monfort,Colombia,
MQC Miquelon Airport,MQC,Miquelon Airport,Miquelon,Saint Pierre and Miquelon,
NCY Meythet Airport,NCY,Meythet Airport,Annecy,France,
ONY Olney Municipal Airport,ONY,Olney Municipal Airport,"Olney, Texas",United States,
PNT Teniente Julio Gallardo Airport,PNT,Teniente Julio Gallardo Airport,Puerto Natales,Chile,
RDV Red Devil Airport,RDV,Red Devil Airport,"Red Devil, Alaska",United States,
SGC Surgut Airport,SGC,Surgut Airport,Surgut,Russia,
SVR Savissivik Heliport,SVR,Savissivik Heliport,Savissivik,Greenland,
TRC Francisco Sarabia International Airport (Torreón Int'l),TRC,Francisco Sarabia International Airport (Torreón Int'l),"Torreón, Coahuila",Mexico,YES
VIN Gavryshivka International,VIN,Gavryshivka International,Vinnytsia,Ukraine,YES
XMF Montbéliard Courcelles Airport,XMF,Montbéliard Courcelles Airport,Montbéliard,France,
YMC Maricourt Airstrip,YMC,Maricourt Airstrip,"Maricourt, Quebec",Canada,
ZAL Pichoy Airport,ZAL,Pichoy Airport,Valdivia,Chile,
ZYP Pennsylvania Station,ZYP,Pennsylvania Station,"New York City, New York",United States,
AAM Mala Mala Airport,AAM,Mala Mala Airport,Mala Mala,South Africa,
AMY Ambatomainty Airport,AMY,Ambatomainty Airport,Ambatomainty,Madagascar,
BAE Barcelonnette - Saint-Pons Airport,BAE,Barcelonnette - Saint-Pons Airport,"Barcelonnette / Saint-Pons, Alpes-de-Haute-Provence",France,
BKP Barkly Downs Airport,BKP,Barkly Downs Airport,"Barkly Downs, Queensland",Australia,
BVW Batavia Downs Airport,BVW,Batavia Downs Airport,"Batavia Downs, Queensland",Australia,
CHM Tnte. FAP Jaime Montreuil Morales Airport,CHM,Tnte. FAP Jaime Montreuil Morales Airport,"Chimbote, Ancash Region",Peru,
CTM Chetumal International Airport,CTM,Chetumal International Airport,"Chetumal, Quintana Roo",Mexico,YES
DMK Don Mueang International Airport,DMK,Don Mueang International Airport,"Don Muang, Bangkok",Thailand,YES
EMD Emerald Airport,EMD,Emerald Airport,"Emerald, Queensland",Australia,
FNE Fane Airport,FNE,Fane Airport,Fane,Papua New Guinea,
GMB Gambela Airport,GMB,Gambela Airport,Gambela,Ethiopia,
HFE Hefei Luogang International Airport,HFE,Hefei Luogang International Airport,"Hefei, Anhui",China,YES
ICL Schenck Field,ICL,Schenck Field,"Clarinda, Iowa",United States,
JBR Jonesboro Municipal Airport,JBR,Jonesboro Municipal Airport,"Jonesboro, Arkansas",United States,
KCT Koggala Airport,KCT,Koggala Airport,Galle,Sri Lanka,
KPF Kondubol Airport,KPF,Kondubol Airport,Kondubol,Papua New Guinea,
LDM Mason County Airport,LDM,Mason County Airport,"Ludington, Michigan",United States,
LSF Lawson Army Airfield,LSF,Lawson Army Airfield,"Fort Benning, Columbus, Georgia",United States,
MFC Mafeteng Airport,MFC,Mafeteng Airport,Mafeteng,Lesotho,
MQD Maquinchao Airport,MQD,Maquinchao Airport,"Maquinchao, Río Negro Province",Argentina,
NDB Nouadhibou International Airport,NDB,Nouadhibou International Airport,Nouadhibou,Mauritania,YES
OOA Oskaloosa Municipal Airport,OOA,Oskaloosa Municipal Airport,"Oskaloosa, Iowa",United States,
PNU Panguitch Municipal Airport,PNU,Panguitch Municipal Airport,"Panguitch, Utah",United States,
RDZ Rodez-Marcillac Airport,RDZ,Rodez-Marcillac Airport,"Salles - La - SOURCE, Aveyron",France,
SGD Sønderborg Airport,SGD,Sønderborg Airport,Sønderborg,Denmark,
SVS Stevens Village Airport,SVS,Stevens Village Airport,"Stevens Village, Alaska",United States,
"TRD Trondheim Airport, Værnes",TRD,"Trondheim Airport, Værnes","Trondheim, Sør-Trøndelag",Norway,
VIQ Viqueque Airport,VIQ,Viqueque Airport,Viqueque,East Timor,
XMG Mahendranagar Airport,XMG,Mahendranagar Airport,"Mahendranagar, Mahakali",Nepal,
YMD Mould Bay Airport,YMD,Mould Bay Airport,"Mould Bay, Northwest Territories",Canada,
ZAM Zamboanga International Airport,ZAM,Zamboanga International Airport,Zamboanga City,Philippines,YES
ZYQ Syracuse (Amtrak Station),ZYQ,Syracuse (Amtrak Station),"Syracuse, New York",United States,
AAN Al Ain International Airport,AAN,Al Ain International Airport,Al Ain,United Arab Emirates,YES
AMZ Ardmore Airport,AMZ,Ardmore Airport,Ardmore,New Zealand,
BAF Barnes Municipal Airport,BAF,Barnes Municipal Airport,"Westfield / Springfield, Massachusetts",United States,
BKQ Blackall Airport,BKQ,Blackall Airport,"Blackall, Queensland",Australia,
BVX Batesville Regional Airport,BVX,Batesville Regional Airport,"Batesville, Arkansas",United States,
CHN Chonju Airport,CHN,Chonju Airport,Chonju,South Korea,
CTN Cooktown Airport,CTN,Cooktown Airport,"Cooktown, Queensland",Australia,
DMM King Fahd International Airport,DMM,King Fahd International Airport,Dammam,Saudi Arabia,YES
EME Emden Airport,EME,Emden Airport,"Emden, Lower Saxony",Germany,
FNG Fada N'gourma Airport,FNG,Fada N'gourma Airport,Fada N'gourma,Burkina Faso,
GMC Guerima Airport,GMC,Guerima Airport,Guerima,Colombia,
HFF Mackall Army Airfield,HFF,Mackall Army Airfield,"Camp Mackall, North Carolina",United States,
ICN Incheon International Airport,ICN,Incheon International Airport,Incheon,South Korea,YES
JBT Bethel Seaplane Base,JBT,Bethel Seaplane Base,"Bethel, Alaska",United States,
KCU Masindi Airport,KCU,Masindi Airport,Masindi,Uganda,
KPG Kurupung Airport,KPG,Kurupung Airport,Kurupung,Guyana,
LDN Lamidanda Airport,LDN,Lamidanda Airport,Lamidanda,Nepal,
LSH Lashio Airport,LSH,Lashio Airport,Lashio,Myanmar (Burma),
MFD Mansfield Lahm Regional Airport,MFD,Mansfield Lahm Regional Airport,"Mansfield, Ohio",United States,
MQF Magnitogorsk Airport,MQF,Magnitogorsk Airport,"Magnitogorsk, Chelyabinsk",Russia,
NDC Nanded Airport,NDC,Nanded Airport,Nanded,India,
OOK Toksook Bay Airport,OOK,Toksook Bay Airport,"Toksook Bay, Alaska",United States,
PNX North Texas Regional Airport,PNX,North Texas Regional Airport,"Sherman / Denison, Texas",United States,
REC Guararapes International Airport,REC,Guararapes International Airport,Recife,Brazil,YES
SGE Siegerland Airport,SGE,Siegerland Airport,Burbach,Germany,
SVW Sparrevohn LRRS Airport,SVW,Sparrevohn LRRS Airport,"Sparrevohn, Alaska",United States,
TRE Tiree Airport,TRE,Tiree Airport,"Tiree, Scotland",United Kingdom,
VIS Visalia Municipal Airport,VIS,Visalia Municipal Airport,"Visalia, California",United States,
XMH Manihi Airport,XMH,Manihi Airport,Manihi,French Polynesia,
YME Matane Airport,YME,Matane Airport,"Matane, Quebec",Canada,
ZAO Laberandie Airport,ZAO,Laberandie Airport,Cahors,France,
ZYR Brussels-South Railway Station,ZYR,Brussels-South Railway Station,Brussels,Belgium,
AAO Anaco Airport,AAO,Anaco Airport,Anaco,Venezuela,
ANB Anniston Metropolitan Airport,ANB,Anniston Metropolitan Airport,"Anniston, Alabama",United States,
BAG Loakan Airport,BAG,Loakan Airport,Baguio City,Philippines,
BKR Bokoro Airport,BKR,Bokoro Airport,Bokoro,Chad,
BVY Beverly Municipal Airport,BVY,Beverly Municipal Airport,"Beverly, Massachusetts",United States,
CHO Charlottesville-Albemarle Airport,CHO,Charlottesville-Albemarle Airport,"Charlottesville, Virginia",United States,
CTO Calverton Executive Airpark,CTO,Calverton Executive Airpark,"Calverton, New York",United States,
DMN Deming Municipal Airport,DMN,Deming Municipal Airport,"Deming, New Mexico",United States,
EMG Empangeni Airport,EMG,Empangeni Airport,Empangeni,South Africa,
FNH Fincha Airport,FNH,Fincha Airport,Fincha,Ethiopia,
GME Gomel Airport,GME,Gomel Airport,Gomel,Belarus,
HFN Hornafjörður Airport,HFN,Hornafjörður Airport,Höfn,Iceland,
ICO Sicogon Airport,ICO,Sicogon Airport,"Carles, Iloilo",Philippines,
JCA Croisette Heliport,JCA,Croisette Heliport,"Cannes, Côte d'Azur",France,
KCZ K?chi Ry?ma Airport,KCZ,K?chi Ry?ma Airport,K?chi,Japan,
KPH Pauloff Harbor Seaplane Base,KPH,Pauloff Harbor Seaplane Base,"Sanak Island, Alaska",United States,
LDO Ladouanie Airport,LDO,Ladouanie Airport,Ladouanie,Suriname,
LSI Sumburgh Airport,LSI,Sumburgh Airport,"Shetland, Scotland",United Kingdom,
MFE McAllen-Miller International Airport,MFE,McAllen-Miller International Airport,"McAllen, Texas",United States,YES
MQH Minaçu Airport,MQH,Minaçu Airport,"Minaçu, Goiás",Brazil,
NDJ N'Djamena International Airport,NDJ,N'Djamena International Airport,N'Djamena,Chad,YES
OOL Gold Coast Airport,OOL,Gold Coast Airport,"Coolangatta, Queensland",Australia,
PNY Pondicherry Airport,PNY,Pondicherry Airport,Puducherry,India,
RED Mifflin County Airport,RED,Mifflin County Airport,"Reedsville, Pennsylvania",United States,
SGF Springfield - Branson NATIONAL Airport,SGF,Springfield - Branson NATIONAL Airport,"Springfield, Missouri",United States,
SVX Koltsovo International Airport,SVX,Koltsovo International Airport,Yekaterinburg,Russia,YES
"TRF Sandefjord Airport, Torp",TRF,"Sandefjord Airport, Torp",Sandefjord / Stokke,Norway,
VIT Vitoria Foronda International Airport,VIT,Vitoria Foronda International Airport,Vitoria-Gasteiz,Spain,YES
XMI Masasi Airport,XMI,Masasi Airport,Masasi,Tanzania,
YMF Montague Harbour Airport,YMF,Montague Harbour Airport,"Montague Harbour, British Columbia",Canada,
ZAR Zaria Airport,ZAR,Zaria Airport,Zaria,Nigeria,
ZYZ Berchem Railway Station,ZYZ,Berchem Railway Station,Antwerp,Belgium,
AAP Andrau Airpark,AAP,Andrau Airpark,"Houston, Texas",United States,
ANC Ted Stevens Anchorage International Airport,ANC,Ted Stevens Anchorage International Airport,"Anchorage, Alaska",United States,YES
BAH Bahrain International Airport,BAH,Bahrain International Airport,Al Muharraq,Bahrain,YES
BKS Padang Kemiling Airport (Fatmawati Soekarno Airport),BKS,Padang Kemiling Airport (Fatmawati Soekarno Airport),Bengkulu,Indonesia,
BVZ Beverley Springs Airport,BVZ,Beverley Springs Airport,"Beverley Springs, Western Australia",Australia,
CHP Circle Hot Springs Airport,CHP,Circle Hot Springs Airport,"Circle Hot Springs, Alaska",United States,
CTP Carutapera Airport,CTP,Carutapera Airport,"Carutapera, Maranhão",Brazil,
DMO Sedalia Memorial Airport,DMO,Sedalia Memorial Airport,"Sedalia, Missouri",United States,
EMI Emirau Airport,EMI,Emirau Airport,Emirau,Papua New Guinea,
FNI Garons Airport,FNI,Garons Airport,Nîmes-Arles-Camargue,France,
GMI Gasmata Airport,GMI,Gasmata Airport,Gasmata Island,Papua New Guinea,
HFS Hagfors Airport,HFS,Hagfors Airport,Hagfors,Sweden,
ICR Nicaro Airport,ICR,Nicaro Airport,Nicaro,Cuba,
JCB Joaçaba Airport,JCB,Joaçaba Airport,"Joaçaba, Santa Catarina",Brazil,
KDA Kolda North Airport,KDA,Kolda North Airport,Kolda,Senegal,
KPI Kapit Airport,KPI,Kapit Airport,"Kapit, Sarawak",Malaysia,
LDR Lodar Airport,LDR,Lodar Airport,Lodar,Yemen,
LSJ Long Island Airport,LSJ,Long Island Airport,Long Island,Papua New Guinea,
